week,region,country,betaMean,betaStd
2018-05-21/2018-05-27,Middle East,Saudi Arabia,-1.0518202661228317,0.09064222474527148
2018-05-21/2018-05-27,Middle East,Syria,1.7199406448209142,0.05908146227677081
2018-05-21/2018-05-27,Middle East,Turkey,-0.022605323474332164,0.0742516726582033
2018-05-21/2018-05-27,Middle East,Yemen,1.0715983748960591,0.12738582201969895
2018-05-28/2018-06-03,Middle East,Bahrain,-0.5872816466909389,0.07387374968015112
2018-05-28/2018-06-03,Middle East,Iran,0.2620475812599008,0.057752146000326236
2018-05-28/2018-06-03,Middle East,Iraq,0.3301689063060842,0.06044452809394784
2018-05-28/2018-06-03,Middle East,Israel,-0.8165126233078795,0.08449446505441346
2018-05-28/2018-06-03,Middle East,Jordan,0.25800027206489984,0.06314883717851191
2018-05-28/2018-06-03,Middle East,Kuwait,-0.15993269011468195,0.21874996184980267
2018-05-28/2018-06-03,Middle East,Lebanon,-2.2987063644708594,0.12188079993705431
2018-05-28/2018-06-03,Middle East,Palestine,0.8283070324454713,0.05385324850844527
2018-05-28/2018-06-03,Middle East,Qatar,-0.13972777785939916,0.21840444193067068
2018-05-28/2018-06-03,Middle East,Saudi Arabia,-0.9590220386238428,0.08049478265843428
2018-05-28/2018-06-03,Middle East,Syria,1.666601684468083,0.05286225678738513
2018-05-28/2018-06-03,Middle East,Turkey,0.15586458640316475,0.06206391483210568
2018-05-28/2018-06-03,Middle East,Yemen,1.4601930781200017,0.11004785010661178
2018-06-04/2018-06-10,Middle East,Bahrain,-0.13093856299425435,0.06860313665006879
2018-06-04/2018-06-10,Middle East,Iran,-0.46307811290634476,0.07620909877698845
2018-06-04/2018-06-10,Middle East,Iraq,0.3277120431535512,0.061121394952836264
2018-06-04/2018-06-10,Middle East,Israel,-1.0079635336608161,0.08700185185853182
2018-06-04/2018-06-10,Middle East,Jordan,0.5117670082841933,0.06688136971639988
2018-06-04/2018-06-10,Middle East,Kuwait,-0.029947963726632762,0.22840962321835412
2018-06-04/2018-06-10,Middle East,Lebanon,-2.458055367079061,0.1437220930090415
2018-06-04/2018-06-10,Middle East,Palestine,0.7147833445291978,0.061291129025441746
2018-06-04/2018-06-10,Middle East,Qatar,0.01952875346606357,0.22998322788113623
